week_start,class_number,class_label,soil_moisture,avg_temp_f,max_temp_f,min_temp_f,precip_in_monthly_total,pdsi,phdi,pmdi,ndvi,txmeso_precip_in,txmeso_air_temp_f,txmeso_soil_vwc_5cm,txmeso_soil_vwc_10cm,txmeso_soil_vwc_20cm,txmeso_rel_humidity,txmeso_solar_rad
9/5/00,4,D3,0.2431835979223251,74.72,89.02666666666667,60.48666666666667,2.7,-3.248666666666667,-3.7233333333333336,-3.4913333333333334,0.434176979,,,,,,,
9/12/00,4,D3,0.25919557362794876,72.48,84.87333333333333,60.11333333333334,2.7,-1.9863333333333333,-3.291666666666667,-2.6536666666666666,0.44988436825,,,,,,,
9/19/00,4,D3,0.2752075493335724,70.24000000000001,80.72,59.74,2.7,-0.7239999999999999,-2.8600000000000003,-1.8159999999999998,0.448062871875,,,,,,,
9/26/00,4,D3,0.291219525039196,68.0,76.56666666666666,59.36666666666667,2.7,0.5383333333333336,-2.4283333333333332,-0.9783333333333332,0.4433198945625,,,,,,,
10/3/00,4,D3,0.3042997275629351,65.47741935483872,72.82580645161289,58.02903225806452,8.68,1.5974193548387097,-1.7329032258064516,-0.10516129032258066,0.40822112625,,,,,,,
10/10/00,3,D2,0.3100504971319629,62.248387096774195,70.11612903225806,54.28064516129032,8.68,2.1483870967741936,-0.37806451612903236,0.856774193548387,0.3503555146875,,,,,,,
10/17/00,2,D1,0.31580126670099073,59.01935483870968,67.40645161290323,50.53225806451613,8.68,2.6993548387096773,0.976774193548387,1.8187096774193547,0.336325887625,,,,,,,
10/24/00,2,D1,0.3215520362700185,55.79032258064516,64.69677419354839,46.78387096774193,8.68,3.2503225806451614,2.3316129032258064,2.7806451612903222,0.4318862218125,,,,,,,
10/31/00,2,D1,0.3273028058390463,52.561290322580646,61.987096774193546,43.035483870967745,8.68,3.801290322580645,3.686451612903226,3.74258064516129,0.527446556,,,,,,,
11/7/00,0,,0.3257739186286926,50.44,60.32,40.46,7.72,3.822,3.822,3.822,0.5291359416875,,,,,,,
11/14/00,0,,0.3230317552884419,48.50333333333333,58.82666666666667,38.08,7.72,3.7543333333333333,3.7543333333333333,3.7543333333333333,0.530825327375,,,,,,,
11/21/00,0,,0.3202895919481913,46.56666666666666,57.333333333333336,35.699999999999996,7.72,3.6866666666666665,3.6866666666666665,3.6866666666666665,0.5206261399375,,,,,,,
11/28/00,0,,0.3175474286079406,44.629999999999995,55.84,33.32,7.72,3.6189999999999998,3.6189999999999998,3.6189999999999998,0.50567152325,,,,,,,
12/5/00,0,,0.3189927512599575,43.99354838709677,55.29032258064516,32.60967741935484,1.46,3.6287096774193546,3.6287096774193546,3.6287096774193546,0.4940483893125,,,,,,,
12/12/00,0,,0.32357868840617515,44.332258064516125,55.4483870967742,33.151612903225804,1.46,3.6964516129032257,3.6964516129032257,3.6964516129032257,0.486867232375,,,,,,,
12/19/00,0,,0.32816462555239273,44.67096774193548,55.60645161290323,33.693548387096776,1.46,3.7641935483870967,3.7641935483870967,3.7641935483870967,0.47957298950000005,,,,,,,
12/26/00,0,,0.33275056269861036,45.00967741935484,55.76451612903226,34.23548387096774,1.46,3.831935483870968,3.831935483870968,3.831935483870968,0.47160023100000004,,,,,,,
1/2/01,0,,0.3357342702727164,45.5516129032258,56.16129032258064,34.93870967741936,2.99,3.877741935483871,3.877741935483871,3.876451612903226,0.46553133325,,,,,,,
1/9/01,0,,0.32910460041415307,47.31290322580645,57.99032258064516,36.60967741935484,2.99,3.791935483870968,3.791935483870968,3.7816129032258066,0.4708856,,,,,,,
1/16/01,0,,0.32247493055558973,49.07419354838709,59.81935483870968,38.28064516129032,2.99,3.7061290322580644,3.7061290322580644,3.6867741935483873,0.47623986675,,,,,,,
1/23/01,0,,0.3158452606970264,50.83548387096774,61.648387096774194,39.95161290322581,2.99,3.620322580645161,3.620322580645161,3.591935483870968,0.47097776762500004,,,,,,,
1/30/01,0,,0.30921559083846306,52.59677419354839,63.47741935483871,41.62258064516129,2.99,3.5345161290322578,3.5345161290322578,3.4970967741935484,0.4639462741875,,,,,,,
2/6/01,0,,0.3095320665410587,52.93928571428572,63.767857142857146,42.04642857142857,1.75,3.5599999999999996,3.5599999999999996,3.527142857142857,0.4621408435,,,,,,,
2/13/01,0,,0.31262700046811787,52.714285714285715,63.44285714285714,41.97142857142857,1.75,3.63,3.63,3.607142857142857,0.464254959875,,,,,,,
2/20/01,0,,0.31572193439517704,52.489285714285714,63.11785714285715,41.89642857142857,1.75,3.6999999999999997,3.6999999999999997,3.6871428571428573,0.46762697799999997,,,,,,,
2/27/01,0,,0.3188168683222362,52.26428571428572,62.792857142857144,41.82142857142857,1.75,3.77,3.77,3.7671428571428573,0.4741437505,,,,,,,
3/6/01,0,,0.3187648182915103,54.55483870967742,64.90967741935484,44.26774193548387,2.85,3.14,3.6867741935483873,3.6319354838709677,0.480660523,,,,,,,
3/13/01,0,,0.3174539746776704,57.851612903225806,68.00322580645161,47.72258064516129,2.85,2.23,3.5422580645161292,3.4106451612903226,0.4579860473125,,,,,,,
3/20/01,0,,0.3161431310638304,61.148387096774194,71.0967741935484,51.17741935483871,2.85,1.32,3.397741935483871,3.1893548387096775,0.435311571625,,,,,,,
3/27/01,0,,0.3148322874499905,64.44516129032257,74.19032258064517,54.63225806451613,2.85,0.41000000000000003,3.253225806451613,2.9680645161290324,0.4764695815625,,,,,,,
4/3/01,0,,0.3117286582787831,67.2,76.89333333333335,57.406666666666666,1.57,-0.2613333333333333,3.106,2.736,0.54316058575,,,,,,,
4/10/01,0,,0.30414306521415707,68.6,78.62,58.480000000000004,1.57,-0.336,2.952,2.477,0.584520159,,,,,,,
4/17/01,0,,0.296557472149531,70.0,80.34666666666666,59.553333333333335,1.57,-0.4106666666666667,2.798,2.218,0.5921044910000001,,,,,,,
4/24/01,0,,0.28897187908490496,71.39999999999999,82.07333333333334,60.62666666666667,1.57,-0.48533333333333334,2.644,1.959,0.598342842625,,,,,,,
5/1/01,0,,0.2813862860202789,72.8,83.8,61.7,2.53,-0.56,2.49,1.7,0.596505312,,,,,,,
5/8/01,0,,0.2740453895061246,74.38064516129032,85.60645161290323,63.07741935483871,2.53,-0.7361290322580646,2.2416129032258065,1.2280645161290322,0.594667781375,,,,,,,
5/15/01,0,,0.2667044929919704,75.96129032258064,87.41290322580645,64.45483870967742,2.53,-0.9122580645161291,1.993225806451613,0.7561290322580645,0.576734418625,,,,,,,
5/22/01,0,,0.25936359647781615,77.54193548387096,89.21935483870968,65.83225806451613,2.53,-1.0883870967741935,1.7448387096774194,0.28419354838709676,0.5561184171875,,,,,,,
5/29/01,0,,0.2520226999636619,79.12258064516129,91.0258064516129,67.20967741935483,2.53,-1.2645161290322582,1.4964516129032257,-0.18774193548387097,0.5349053847499999,,,,,,,
6/5/01,0,,0.24587970972061154,80.26666666666667,92.42666666666666,68.12,0.6,-1.4586666666666668,0.9073333333333332,-0.6353333333333333,0.5132445790625,,,,,,,
6/12/01,0,,0.2406351491808891,81.08333333333333,93.52333333333333,68.67999999999999,0.6,-1.6663333333333334,0.06266666666666658,-1.0646666666666667,0.495234430125,,,,,,,
6/19/01,0,,0.23539058864116666,81.89999999999999,94.62,69.24,0.6,-1.8739999999999999,-0.782,-1.4939999999999998,0.4863509230625,,,,,,,
6/26/01,1,D0,0.23014602810144422,82.71666666666667,95.71666666666667,69.8,0.6,-2.0816666666666666,-1.6266666666666667,-1.9233333333333331,0.477467416,,,,,,,
7/3/01,1,D0,0.22501366417254168,83.20967741935483,96.35806451612903,70.1483870967742,0.37,-2.0616129032258064,-2.1906451612903224,-2.153225806451613,0.4684269129375,,,,,,,
7/10/01,1,D0,0.22016179177068892,82.89354838709677,95.86129032258064,69.96774193548387,0.37,-1.472258064516129,-2.0529032258064515,-1.884516129032258,0.459386409875,,,,,,,
7/17/01,1,D0,0.21530991936883614,82.57741935483871,95.36451612903225,69.78709677419356,0.37,-0.8829032258064516,-1.9151612903225808,-1.6158064516129031,0.4556767155625,,,,,,,
7/24/01,2,D1,0.2104580469669834,82.26129032258065,94.86774193548386,69.60645161290323,0.37,-0.2935483870967743,-1.7774193548387098,-1.3470967741935482,0.45409934474999997,,,,,,,
7/31/01,2,D1,0.2056061745651306,81.94516129032259,94.37096774193549,69.42580645161291,0.37,0.29580645161290314,-1.6396774193548387,-1.0783870967741935,0.45260120675,,,,,,,
8/7/01,2,D1,0.21698815303464086,80.29354838709678,92.55806451612904,67.92903225806452,4.08,0.42258064516129035,-1.5367741935483872,-0.883225806451613,0.4512087125,,,,,,,
8/14/01,2,D1,0.23107577331604492,78.41935483870968,90.5258064516129,66.21290322580646,4.08,0.472258064516129,-1.4396774193548387,-0.7003225806451613,0.45540349118749995,,,,,,,
8/21/01,2,D1,0.24516339359744901,76.54516129032258,88.49354838709677,64.49677419354839,4.08,0.5219354838709678,-1.3425806451612903,-0.5174193548387097,0.49312190749999996,,,,,,,
8/28/01,1,D0,0.2592510138788531,74.67096774193548,86.46129032258064,62.78064516129032,4.08,0.5716129032258065,-1.2454838709677418,-0.334516129032258,0.5308403238125,,,,,,,
9/4/01,1,D0,0.26419471502304076,72.71,84.52,60.809999999999995,4.39,0.581,-1.191,-0.246,0.555053439875,,,,,,,
9/11/01,1,D0,0.25694652398427326,70.63333333333333,82.7,58.5,4.39,0.5366666666666666,-1.1933333333333334,-0.2833333333333333,0.5770156725625,,,,,,,
9/18/01,0,,0.24969833294550575,68.55666666666667,80.88,56.19,4.39,0.4923333333333333,-1.1956666666666667,-0.32066666666666666,0.587567238,,,,,,,
9/25/01,0,,0.24245014190673825,66.48,79.06,53.88,4.39,0.44799999999999995,-1.198,-0.358,0.589560803,,,,,,,
10/2/01,0,,0.23679360266654717,64.52580645161291,77.22903225806452,51.825806451612905,2.53,0.454516129032258,-1.1035483870967742,-0.31967741935483873,0.58811798675,,,,,,,
10/9/01,0,,0.24068697421781474,63.306451612903224,75.33225806451613,51.306451612903224,2.53,0.7661290322580645,-0.42838709677419345,0.17258064516129032,0.578084217375,,,,,,,
10/16/01,0,,0.24458034576908233,62.08709677419355,73.43548387096774,50.78709677419355,2.53,1.077741935483871,0.2467741935483872,0.6648387096774193,0.568050448,,,,,,,
10/23/01,0,,0.2484737173203499,60.86774193548387,71.53870967741935,50.26774193548387,2.53,1.3893548387096775,0.9219354838709679,1.1570967741935485,0.554253790125,,,,,,,
10/30/01,1,D0,0.25236708887161746,59.648387096774194,69.64193548387097,49.748387096774195,2.53,1.700967741935484,1.5970967741935485,1.6493548387096775,0.54045713225,,,,,,,
11/6/01,1,D0,0.2583955725034078,57.666666666666664,67.85,47.56666666666667,5.83,1.7716666666666667,1.7716666666666667,1.7716666666666667,0.5459627471875,,,,,,,
11/13/01,1,D0,0.2652781009674072,55.379999999999995,66.1,44.72,5.83,1.746,1.746,1.746,0.5591892712500001,,,,,,,
11/20/01,0,,0.2721606294314066,53.093333333333334,64.35,41.873333333333335,5.83,1.7203333333333333,1.7203333333333333,1.7203333333333333,0.56080667525,,,,,,,
11/27/01,0,,0.279043157895406,50.806666666666665,62.6,39.026666666666664,5.83,1.6946666666666665,1.6946666666666665,1.6946666666666665,0.5469452525,,,,,,,
12/4/01,0,,0.2790768737754514,49.41290322580645,61.65806451612903,37.16774193548387,1.72,1.4883870967741935,1.634516129032258,1.583225806451613,0.5335259979375,,,,,,,
12/11/01,0,,0.2699788395435579,49.20967741935484,61.79354838709678,36.6258064516129,1.72,1.0412903225806451,1.5283870967741935,1.3574193548387097,0.5227597525,,,,,,,
12/18/01,0,,0.2608808053116644,49.00645161290323,61.92903225806452,36.08387096774194,1.72,0.5941935483870967,1.422258064516129,1.1316129032258064,0.5119935070625,,,,,,,
12/25/01,0,,0.251782771079771,48.803225806451614,62.06451612903226,35.541935483870965,1.72,0.14709677419354833,1.3161290322580645,0.9058064516129032,0.4933452932307692,,,,,,,
1/1/02,0,,0.2426847368478775,48.6,62.2,35.0,0.64,-0.3,1.21,0.68,0.473383418,,,,,,,
1/8/02,0,,0.24474192530878128,48.26129032258065,62.06451612903226,34.435483870967744,0.64,-0.36774193548387096,1.1061290322580646,0.45645161290322583,0.4676930326875,,,,,,,
1/15/02,0,,0.24679911376968508,47.92258064516129,61.92903225806452,33.87096774193548,0.64,-0.43548387096774194,1.002258064516129,0.23290322580645165,0.46200264737499996,,,,,,,
1/22/02,0,,0.24885630223058886,47.58387096774194,61.79354838709678,33.306451612903224,0.64,-0.5032258064516129,0.8983870967741936,0.009354838709677465,0.4611707651875,,,,,,,
1/29/02,0,,0.25091349069149266,47.245161290322585,61.65806451612903,32.74193548387097,0.64,-0.5709677419354838,0.7945161290322581,-0.21419354838709673,0.46228228425,,,,,,,
2/5/02,0,,0.25153030667986187,48.385714285714286,62.68571428571429,34.0,0.52,-0.6071428571428571,0.7242857142857143,-0.35428571428571426,0.4573869775625,,,,,,,
2/12/02,0,,0.2510668433138302,50.635714285714286,64.58571428571429,36.625,0.52,-0.6196428571428572,0.6792857142857143,-0.4317857142857143,0.444482569875,,,,,,,
2/19/02,0,,0.2506033799477986,52.885714285714286,66.4857142857143,39.25,0.52,-0.6321428571428571,0.6342857142857142,-0.5092857142857143,0.43225559375,,,,,,,
2/26/02,0,,0.25013991658176693,55.135714285714286,68.38571428571429,41.875,0.52,-0.6446428571428572,0.5892857142857142,-0.5867857142857142,0.424093207,,,,,,,
3/5/02,1,D0,0.2506473814287493,57.86774193548387,70.68387096774194,45.064516129032256,1.16,-0.6758064516129032,0.38677419354838705,-0.6496774193548387,0.41593082025,,,,,,,
3/12/02,1,D0,0.2518830424354922,60.961290322580645,73.28064516129032,48.67741935483871,1.16,-0.7209677419354839,0.06612903225806452,-0.7016129032258064,0.42030688024999996,,,,,,,
3/19/02,1,D0,0.25311870344223514,64.05483870967741,75.87741935483871,52.29032258064516,1.16,-0.7661290322580645,-0.254516129032258,-0.7535483870967742,0.42677268137499996,,,,,,,
3/26/02,1,D0,0.2543543644489781,67.14838709677419,78.4741935483871,55.903225806451616,1.16,-0.8112903225806452,-0.5751612903225806,-0.8054838709677419,0.434345433,,,,,,,
4/2/02,2,D1,0.25496910164753595,69.94333333333333,80.86666666666667,59.12,1.84,-0.868,-0.868,-0.868,0.4427483975,,,,,,,
4/9/02,0,,0.25185829599698384,70.94666666666666,82.03333333333333,59.96,1.84,-0.994,-0.994,-0.994,0.463583667375,,,,,,,
4/16/02,0,,0.2487474903464317,71.94999999999999,83.2,60.8,1.84,-1.1199999999999999,-1.1199999999999999,-1.1199999999999999,0.5154997006875001,,,,,,,
4/23/02,1,D0,0.24563668469587957,72.95333333333333,84.36666666666667,61.64,1.84,-1.246,-1.246,-1.246,0.567415734,,,,,,,
4/30/02,1,D0,0.24252587904532744,73.95666666666666,85.53333333333333,62.480000000000004,1.84,-1.3719999999999999,-1.3719999999999999,-1.3719999999999999,0.5425170389375,,,,,,,
5/7/02,1,D0,0.24034310685050095,75.14516129032258,86.76451612903226,63.60645161290323,1.93,-1.4325806451612904,-1.4325806451612904,-1.4325806451612904,0.5176183438749999,,,,,,,
5/14/02,2,D1,0.23831500689829543,76.36451612903225,88.00645161290323,64.78064516129032,1.93,-1.482258064516129,-1.482258064516129,-1.482258064516129,0.5225442238125,,,,,,,
5/21/02,2,D1,0.2362869069460899,77.58387096774193,89.2483870967742,65.95483870967742,1.93,-1.5319354838709678,-1.5319354838709678,-1.5319354838709678,0.53939993375,,,,,,,
5/28/02,2,D1,0.23425880699388438,78.80322580645161,90.49032258064517,67.12903225806451,1.93,-1.5816129032258066,-1.5816129032258066,-1.5816129032258066,0.5422269364375,,,,,,,
6/4/02,2,D1,0.23779141455888742,79.3,90.71000000000001,67.89,2.59,-1.1500000000000001,-1.1500000000000001,-1.1500000000000001,0.526348996125,,,,,,,
6/11/02,2,D1,0.24873829881350193,78.83333333333333,89.56666666666666,68.1,2.59,-0.07666666666666663,-0.07666666666666663,-0.07666666666666663,0.5130897400625,,,,,,,
6/18/02,2,D1,0.25968518306811644,78.36666666666666,88.42333333333333,68.31,2.59,0.9966666666666668,0.9966666666666668,0.9966666666666668,0.5155425895,,,,,,,
6/25/02,2,D1,0.270632067322731,77.9,87.28,68.52,2.59,2.0700000000000003,2.0700000000000003,2.0700000000000003,0.5179954389375,,,,,,,
7/2/02,1,D0,0.278652986691844,77.6,86.48387096774194,68.70967741935485,12.01,3.005161290322581,3.005161290322581,3.005161290322581,0.524117198375,,,,,,,
7/9/02,0,,0.2691181167479484,78.3,87.77096774193548,68.77741935483871,12.01,3.111290322580645,3.111290322580645,3.111290322580645,0.5308504428124999,,,,,,,
7/16/02,0,,0.25958324680405276,79.0,89.05806451612904,68.84516129032258,12.01,3.2174193548387096,3.2174193548387096,3.2174193548387096,0.53574818275,,,,,,,
7/23/02,0,,0.25004837686015713,79.7,90.34516129032258,68.91290322580645,12.01,3.3235483870967744,3.3235483870967744,3.3235483870967744,0.5392692943125,,,,,,,
7/30/02,0,,0.24051350691626147,80.39999999999999,91.63225806451612,68.98064516129033,12.01,3.4296774193548387,3.4296774193548387,3.4296774193548387,0.53571015275,,,,,,,
8/6/02,0,,0.23864538534995047,79.45483870967742,91.04838709677419,67.6774193548387,1.19,3.4196774193548385,3.4196774193548385,3.4196774193548385,0.514450378375,,,,,,,
8/13/02,0,,0.23984396313467332,77.8516129032258,89.71612903225807,65.8258064516129,1.19,3.363225806451613,3.363225806451613,3.363225806451613,0.493190604,,,,,,,
8/20/02,0,,0.24104254091939617,76.2483870967742,88.38387096774193,63.97419354838709,1.19,3.306774193548387,3.306774193548387,3.306774193548387,0.504105445,,,,,,,
8/27/02,0,,0.24224111870411902,74.64516129032258,87.0516129032258,62.122580645161285,1.19,3.2503225806451614,3.2503225806451614,3.2503225806451614,0.515020286,,,,,,,
9/3/02,0,,0.2456076681613922,73.02,85.36666666666666,60.57333333333333,3.64,3.266,3.266,3.266,0.5297782173125,,,,,,,
9/10/02,0,,0.2543941468000412,71.34,82.8,59.78,3.64,3.4619999999999997,3.4619999999999997,3.4619999999999997,0.54607338475,,,,,,,
9/17/02,0,,0.26318062543869014,69.66,80.23333333333333,58.986666666666665,3.64,3.658,3.658,3.658,0.5650818958125,,,,,,,
9/24/02,0,,0.27196710407733915,67.98,77.66666666666666,58.193333333333335,3.64,3.854,3.854,3.854,0.5877081983750001,,,,,,,
10/1/02,0,,0.2807535827159881,66.3,75.1,57.4,7.5,4.05,4.05,4.05,0.6052951238750001,,,,,,,
10/8/02,0,,0.28424467482874466,63.251612903225805,72.90967741935484,53.516129032258064,7.5,3.9325806451612904,3.9325806451612904,3.8919354838709674,0.592645787,,,,,,,
10/15/02,0,,0.2877357669415012,60.20322580645161,70.71935483870968,49.63225806451613,7.5,3.8151612903225804,3.8151612903225804,3.7338709677419355,0.579996450125,,,,,,,
10/22/02,0,,0.2912268590542577,57.15483870967741,68.52903225806452,45.748387096774195,7.5,3.697741935483871,3.697741935483871,3.575806451612903,0.573172389875,,,,,,,
10/29/02,0,,0.29471795116701427,54.10645161290322,66.33870967741936,41.86451612903226,7.5,3.580322580645161,3.580322580645161,3.417741935483871,0.5673192090625,,,,,,,
11/5/02,0,,0.295179408788681,52.22666666666667,64.84,39.61333333333334,0.94,3.514,3.514,3.358,0.548823076,,,,,,,
11/12/02,0,,0.29336864054203027,51.22333333333333,63.86000000000001,38.586666666666666,0.94,3.4859999999999998,3.4859999999999998,3.3720000000000003,0.52084472875,,,,,,,
11/19/02,0,,0.2915578722953796,50.22,62.88,37.56,0.94,3.458,3.458,3.386,0.502251721,,,,,,,
11/26/02,0,,0.2897471040487289,49.21666666666667,61.900000000000006,36.53333333333333,0.94,3.43,3.43,3.4000000000000004,0.507122062,,,,,,,
12/3/02,0,,0.28725907879491,48.39032258064516,61.058064516129036,35.71612903225806,2.06,3.368709677419355,3.368709677419355,3.342258064516129,0.511992403,,,,,,,
12/10/02,0,,0.28307791102317065,48.00645161290323,60.561290322580646,35.42258064516129,2.06,3.2241935483870967,3.2241935483870967,3.105161290322581,0.498496269125,,,,,,,
12/17/02,0,,0.2788967432514313,47.622580645161285,60.064516129032256,35.12903225806451,2.06,3.0796774193548386,3.0796774193548386,2.8680645161290323,0.48500013525,,,,,,,
12/24/02,0,,0.274715575479692,47.23870967741935,59.56774193548387,34.83548387096774,2.06,2.9351612903225806,2.9351612903225806,2.6309677419354838,0.4777363100769231,,,,,,,
12/31/02,0,,0.2705344077079526,46.854838709677416,59.07096774193548,34.541935483870965,2.06,2.7906451612903225,2.7906451612903225,2.3938709677419356,0.47296540838461537,,,,,,,
1/7/03,0,,0.27192005226689,47.24516129032258,59.23225806451613,35.196774193548386,0.57,2.8009677419354837,2.8009677419354837,2.470322580645161,0.46631589287499997,,,,,,,
1/14/03,0,,0.27423349888094006,47.76451612903226,59.50322580645162,36.00967741935484,0.57,2.8370967741935487,2.8370967741935487,2.599032258064516,0.45935327506249995,,,,,,,
1/21/03,0,,0.27654694549499015,48.28387096774193,59.774193548387096,36.82258064516129,0.57,2.873225806451613,2.873225806451613,2.7277419354838712,0.4535820375,,,,,,,
1/28/03,0,,0.2788603921090403,48.803225806451614,60.04516129032258,37.63548387096774,0.57,2.9093548387096777,2.9093548387096777,2.856451612903226,0.44870433512499996,,,,,,,
2/4/03,0,,0.28059861489704674,50.03214285714286,61.239285714285714,38.90357142857143,2.56,2.9032142857142857,2.9032142857142857,2.9032142857142857,0.44912565025,,,,,,,
